    5 2176    1 MOL        5   2176
                   1.7974885E+00   6.5864132E-01  -2.8905060E-01   1 hn  H1   
                   9.8265751E-05   1.7007534E-04  -9.0706847E-05   7 n4  N1   
                  -2.6864345E-01  -1.6166965E+00  -1.0305904E+00   1 hn  H2   
                  -2.5154710E-01  -3.8516773E-01   1.8802849E+00   1 hn  H3   
                  -1.2779896E+00   1.3420324E+00  -5.6000707E-01   1 hn  H4   
   2.3162300E-01   3.3848583E+00   6.5864132E-01   2.4603533E+00
   2.3002100E-01   3.1721904E+00   1.4523262E+00   2.4603533E+00
   2.3470000E-01   2.5911734E+00   2.0333433E+00   2.4603533E+00
   2.4021100E-01   3.1721904E+00  -1.3504360E-01   2.4603533E+00
   2.2170600E-01   4.0423696E+00   6.5864132E-01   1.9558286E+00
   2.2014500E-01   3.8907776E+00   1.4695851E+00   1.9558286E+00
   2.2154100E-01   3.4564751E+00   2.1710060E+00   1.9558286E+00
   2.2628700E-01   2.7981173E+00   2.6681759E+00   1.9558286E+00
   2.3562500E-01   2.0046194E+00   2.8939453E+00   1.9558286E+00
   2.3621400E-01   3.4564751E+00  -8.5372529E-01   1.9558286E+00
   2.2662200E-01   3.8907776E+00  -1.5230247E-01   1.9558286E+00
   2.1581800E-01   4.5468943E+00   6.5864132E-01   1.2983192E+00
   2.1450600E-01   4.4247462E+00   1.4690427E+00   1.2983192E+00
   2.1499900E-01   4.0691545E+00   2.2074362E+00   1.2983192E+00
   2.1744000E-01   3.5117156E+00   2.8082122E+00   1.2983192E+00
   2.2240900E-01   2.8019591E+00   3.2179898E+00   1.2983192E+00
   2.3105500E-01   2.0029527E+00   3.4003578E+00   1.2983192E+00
   2.3562300E-01   3.5117156E+00  -1.4909314E+00   1.2983192E+00
   2.2536000E-01   4.0691545E+00  -8.9015354E-01   1.2983192E+00
   2.1919700E-01   4.4247462E+00  -1.5176011E-01   1.2983192E+00
   2.1251000E-01   4.8640526E+00   6.5864132E-01   5.3263250E-01
   2.1137800E-01   4.7595603E+00   1.4523262E+00   5.3263250E-01
   2.1155300E-01   4.4532111E+00   2.1919234E+00   5.3263250E-01
   2.1309600E-01   3.9658753E+00   2.8270282E+00   5.3263250E-01
   2.1635100E-01   3.3307706E+00   3.3143621E+00   5.3263250E-01
   2.2202700E-01   2.5911734E+00   3.6207131E+00   5.3263250E-01
   2.3139700E-01   1.7974885E+00   3.7252036E+00   5.3263250E-01
   2.2734800E-01   3.9658753E+00  -1.5097456E+00   5.3263250E-01
   2.1980000E-01   4.4532111E+00  -8.7464078E-01   5.3263250E-01
   2.1515000E-01   4.7595603E+00  -1.3504360E-01   5.3263250E-01
   2.1099500E-01   4.9722281E+00   6.5864132E-01  -2.8905060E-01
   2.0994000E-01   4.8724884E+00   1.4481669E+00  -2.8905060E-01
   2.1005300E-01   4.5795336E+00   2.1880835E+00  -2.8905060E-01
   2.1137900E-01   4.1117735E+00   2.8318999E+00  -2.8905060E-01
   2.1421300E-01   3.4985990E+00   3.3391628E+00  -2.8905060E-01
   2.1917800E-01   2.7785378E+00   3.6779983E+00  -2.8905060E-01
   2.2741400E-01   1.9968319E+00   3.8271165E+00  -2.8905060E-01
   2.4104700E-01   1.2026027E+00   3.7771465E+00  -2.8905060E-01
   2.3555500E-01   3.4985990E+00  -2.0218802E+00  -2.8905060E-01
   2.2454600E-01   4.1117735E+00  -1.5146173E+00  -2.8905060E-01
   2.1764800E-01   4.5795336E+00  -8.7080085E-01  -2.8905060E-01
   2.1341000E-01   4.8724884E+00  -1.3088431E-01  -2.8905060E-01
   2.1089100E-01   4.8640526E+00   6.5864132E-01  -1.1107337E+00
   2.0982500E-01   4.7595603E+00   1.4523262E+00  -1.1107337E+00
   2.1001900E-01   4.4532111E+00   2.1919234E+00  -1.1107337E+00
   2.1153200E-01   3.9658753E+00   2.8270282E+00  -1.1107337E+00
   2.1471900E-01   3.3307706E+00   3.3143621E+00  -1.1107337E+00
   2.2032500E-01   2.5911734E+00   3.6207131E+00  -1.1107337E+00
   2.2974100E-01   1.7974885E+00   3.7252036E+00  -1.1107337E+00
   2.3794600E-01   3.3307706E+00  -1.9970813E+00  -1.1107337E+00
   2.2552200E-01   3.9658753E+00  -1.5097456E+00  -1.1107337E+00
   2.1796800E-01   4.4532111E+00  -8.7464078E-01  -1.1107337E+00
   2.1342700E-01   4.7595603E+00  -1.3504360E-01  -1.1107337E+00
   2.1210800E-01   4.5468943E+00   6.5864132E-01  -1.8764204E+00
   2.1097000E-01   4.4247462E+00   1.4690427E+00  -1.8764204E+00
   2.1147800E-01   4.0691545E+00   2.2074362E+00  -1.8764204E+00
   2.1377600E-01   3.5117156E+00   2.8082122E+00  -1.8764204E+00
   2.1846500E-01   2.8019591E+00   3.2179898E+00  -1.8764204E+00
   2.2678200E-01   2.0029527E+00   3.4003578E+00  -1.8764204E+00
